0 [0, 0, 0, 0, 0, 0, 0]
1 [0.03425414364640884, -0.08961748633879782, -0.024606299212598427, -0.04513888888888889, -0.049493813273340834, -0.0044004400440044, -0.12262958280657396]
2 [0.05938036097342354, -0.05580863194239445, -0.04850079066554606, -0.08397763015953524, -0.05305383047796727, -0.022697323143960873, -0.13486819608233047]
3 [0.05247872749986073, -0.041145449441572446, -0.03887538349619259, -0.06929515605189986, -0.03962499213783433, -0.027653164758479003, -0.1369477260217195]
4 [0.04863592452065764, -0.04451001110998188, -0.03256055790816452, -0.06247147050071796, -0.045162175496117264, -0.021405361881585046, -0.13508583074333397]
5 [0.048768530951103915, -0.04731758668610975, -0.03413434822845061, -0.0642667850892059, -0.04775016240925264, -0.022568799806145835, -0.13560926497870665]
6 [0.049607805305774834, -0.04666880032111655, -0.03523175214504055, -0.06528870778744228, -0.04713546559451349, -0.023584516442025902, -0.13633543155443725]
7 [0.04958349758174264, -0.046158556486635444, -0.034946604239981374, -0.06496293607719361, -0.04680485898770574, -0.02344724991258974, -0.13632670580231818]
8 [0.049433728584371096, -0.04625734381449621, -0.034755240539383926, -0.06477045000108064, -0.046927954593455036, -0.02330313468169743, -0.13623905218659751]
9 [0.049436864973647444, -0.04634128383816766, -0.03479905170497482, -0.06481751639486787, -0.046995466707915004, -0.02332797845462258, -0.136250182494589]
10 [0.049461647199265664, -0.046325109333459645, -0.034831071466444076, -0.06484885106293105, -0.046979054923161054, -0.023354553464019386, -0.13626831831536856]
11 [0.049461374901796515, -0.04631056712385684, -0.03482400258885678, -0.06484084307492465, -0.046968534342863355, -0.023351432980782107, -0.13626786691945283]
12 [0.0494572009929194, -0.04631298858305977, -0.03481847218293863, -0.06483529825400108, -0.04697149689300524, -0.023347127341277505, -0.13626519175115787]
13 [0.049457179193187255, -0.046315434629069514, -0.034819560423470605, -0.06483650592880241, -0.04697341836030279, -0.023347661526382613, -0.13626535253933708]
14 [0.04945787664587439, -0.04631505340928635, -0.03482049694927153, -0.06483743365483322, -0.04697298600880351, -0.023348414009175616, -0.13626584429208605]
15 [0.04945788923965447, -0.04631463471270395, -0.03482032526564421, -0.06483723765253178, -0.046972670184953234, -0.023348342285621944, -0.13626583749259927]
0 [inf, inf, inf, inf, inf, inf, inf]
1 [1, 1, 1, 1, 1, 1, 1]
2 [0.4231401917253462, 0.605799734193463, 0.492661895302292, 0.46248913188980256, 0.06710198250633155, 0.8061251533454404, 0.0907449912675145]
3 [0.13151297301523035, 0.3563743427239527, 0.24759645574419, 0.21188312349911853, 0.33889819569985363, 0.17921426562934614, 0.015184844610411625]
4 [0.07901161573624245, 0.07559112173878771, 0.19394095168266878, 0.10922882871955884, 0.12260665695254165, 0.2918802733379116, 0.013783053841695514]
5 [0.0027190983172987, 0.05933471617545621, 0.04610576741507403, 0.027935341498659703, 0.05419849446698205, 0.05155072199470557, 0.0038598707503862103]
6 [0.016918191592991492, 0.013901929351709369, 0.031148150454515997, 0.015652365207830594, 0.013041068057481944, 0.0430670960914905, 0.005326323226846955]
7 [0.0004902381884642796, 0.011054154924208767, 0.008159531126430409, 0.0050147319367086895, 0.007063510369609012, 0.005854269901497417, 6.4006183291257e-05]
8 [0.0030296925127936193, 0.002135603121894152, 0.0055060387333702564, 0.002971819342149966, 0.00262307630527887, 0.006184371023933481, 0.0006433809859496725]
9 [6.344231734799405e-05, 0.001811344371998378, 0.0012589758468800388, 0.000726136951938968, 0.0014365665284178908, 0.0010649775321712302, 8.1690224465817e-05]
10 [0.0005010392298173897, 0.00034915200289294807, 0.000919287294968931, 0.0004831954236594583, 0.0003493425906671247, 0.0011378941343386968, 0.00013308904816441476]
11 [5.505254750595198e-06, 0.0003140149323568802, 0.00020298865902207956, 0.00012350221907432438, 0.00022399209268273256, 0.000133631338164428, 3.3125631591203292e-06]
12 [8.439436104993425e-05, 5.2284667369118704e-05, 0.00015883539889667689, 8.552163825697025e-05, 6.307123123271788e-05, 0.00018441838439752317, 1.9632073756987918e-05]
13 [4.4077993326898265e-07, 5.28127616491288e-05, 3.125371253219646e-05, 1.8626463348520882e-05, 4.090541767285259e-05, 2.2879597792038068e-05, 1.1799637708270063e-06]
14 [1.4101953711551159e-05, 8.231012491678156e-06, 2.6895819502174548e-05, 1.4308494005816581e-05, 9.204258362490272e-06, 3.2228432848050145e-05, 3.6087748292341764e-06]
15 [2.54636424540032e-07, 9.040265242189469e-06, 4.930557828275382e-06, 3.0229896973894923e-06, 6.723566044466076e-06, 3.0718906205516396e-06, 4.989868997461369e-08]
